Index,Function,Use,Sharing,Reporting,Student_Type,Position_Type,Object_Type,Pre_K,Operating_Status,Object_Description,Text_2,SubFund_Description,Job_Title_Description,Text_3,Text_4,Sub_Object_Description,Location_Description,FTE,Function_Description,Facility_or_Department,Position_Extra,Total,Program_Description,Fund_Description,Text_1
228487,Data Processing & Information Services,Business Services,Shared Services,Non-School,Unspecified,Other,BaseSalary/Compensation,NonPreK,PreK-12Operating,Personal Services - Information Technology,NaN,NaN,SCHOOL TECHNOLOGY SPECIALIST,NaN,Technology,NaN,District Wide Resources,1,NaN,TECHNOLOGY,TECHNICIANS,"54,965.47",Operations,General Purpose School,NaN
229280,Social & Emotional,Pupil Services & Enrichment,School Reported,School,Unspecified,Social Worker,BaseSalary/Compensation,NO_LABEL,PreK-12Operating,NaN,GENERAL EDUCATION,LOCAL,Social Worker,NaN,NaN,NaN,NaN,0.5,NaN,NaN,NaN,"32,109.19",NaN,NaN,NaN
229462,Instructional Materials & Supplies,Instruction,School Reported,School,Unspecified,Non-Position,Supplies/Materials,NO_LABEL,PreK-12Operating,GENERAL SUPPLIES,NaN,GENERAL FUND,(blank),Regular,NaN,NaN,NaN,NaN,NON-PROJECT,NaN,UNDESIGNATED,"1,231.29",ART EDUCATION,NaN,REGULAR INSTRUCTION
229724,Substitute Compensation,Instruction,School on Central Budgets,Non-School,PreK,Substitute,BaseSalary/Compensation,PreK,PreK-12Operating,SALARIES OF PART TIME EMPLOYEE,NaN,DISTRICT SPECIAL REVENUE FUNDS,"Teacher, Short Term Sub",Alternative,NaN,NaN,NaN,0.005435,TUITION BASED - ECE,NaN,PARAPROFESSIONAL,110.24,EARLY CHILDHOOD,NaN,REGULAR INSTRUCTION
230025,Curriculum Development,NO_LABEL,Leadership & Management,Non-School,NO_LABEL,NO_LABEL,Travel&Conferences,NO_LABEL,PreK-12Operating,TRAVEL - EMPLOYEES,NaN,PROGRAM IMPROVEMENT INSTR,NaN,NaN,NaN,NaN,ADMIN. SERVICES,NaN,INSTRUCTION,NaN,NaN,256.62,Vocational,Vocational Education-Federal Funded,NaN
230597,Data Processing & Information Services,Business Services,Leadership & Management,Non-School,Unspecified,Other,BaseSalary/Compensation,NonPreK,PreK-12Operating,Salaries Or Wages For Support Personnel,NaN,Operations,COMPUTER MAINT TECHICIAN,NaN,NaN,Salaries Or Wages For Support Personnel,Undistributed,1,Facilities Maintenance And Operations,"Technology Department, Administration",NETWORK ENGINEER,"84,295.54",Undistributed,General Operating Fund,REGULAR PAY
230863,Library & Media,Instruction,School Reported,School,Unspecified,Librarian,Benefits,NO_LABEL,PreK-12Operating,CONTRA BENEFITS,NaN,GENERAL FUND,Library Tech I,n/a,NaN,NaN,NaN,NaN,NON-PROJECT,NaN,UNDESIGNATED,-262.19,EMPLOYEE BENEFITS,NaN,EMPLOYEE BENEFITS
231032,Insurance,Business Services,Leadership & Management,Non-School,Unspecified,NO_LABEL,Supplies/Materials,NO_LABEL,PreK-12Operating,OIL AND GREASE,NaN,NaN,NaN,NaN,NaN,NaN,RISK MANAGEMENT,NaN,STAFF SERVICES,NaN,NaN,26.72,NaN,GENERAL FUND,RISK MANAGEMENT
231240,Parent & Community Relations,Pupil Services & Enrichment,Leadership & Management,Non-School,Unspecified,Non-Position,OtherNon-Compensation,NO_LABEL,PreK-12Operating,DUES AND FEES,NaN,GENERAL FUND,(blank),n/a,NaN,NaN,SCHOOL/COMMUNITY PARTNERSHIPS,NaN,VOLUNTEER SERVICES,NaN,UNDESIGNATED,102.89,COMMUNITY RELATIONS,NaN,GENERAL ADMINISTRATION
231527,Physical Health & Services,Pupil Services & Enrichment,School on Central Budgets,Non-School,Special Education,Speech Therapist,Benefits,NO_LABEL,PreK-12Operating,EMPLOYER PD MED CONTRIBUTION,NaN,GENERAL FUND,Speech Language Pathologst,n/a,NaN,NaN,SPECIAL EDUCATION,NaN,SPECIAL EDUCATION - ITINERANT,NaN,PROFESSIONAL-INSTRUCTIONAL,251.21,SPECIAL EDUCATION-S/L,NaN,SPECIAL EDUCATION
231902,Student Assignment,Leadership,Leadership & Management,Non-School,Unspecified,Coordinator/Manager,OtherCompensation/Stipend,NO_LABEL,PreK-12Operating,ADDITIONAL/EXTRA DUTY PAY/STIP,NaN,GENERAL FUND,"Coordinator, Central Curr",n/a,NaN,NaN,SCHOOL CHOICE,NaN,NON-PROJECT,NaN,ADMINISTRATOR,548.28,"PLANNING,RESEARCH,DEVELOPMENT",NaN,CENTRAL
232162,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,SubstituteCompensation,NO_LABEL,PreK-12Operating,OTHER PERSONAL SERVICES,NaN,NaN,SUB TEACHER ALL,NaN,NaN,NaN,School,0,INST STAFF TRAINING SVCS,NaN,NaN,81.20,NaN,GENERAL FUND,TEACHER TRAINING
232170,Teacher Compensation,Instruction,School Reported,School,PreK,Teacher,Benefits,PreK,PreK-12Operating,EMPLOYEE BENEFITS,NaN,DISTRICT SPECIAL REVENUE FUNDS,"Teacher, Elementary",Regular,NaN,NaN,NaN,NaN,MONTESSORI TUITION BASED,NaN,PROFESSIONAL-INSTRUCTIONAL,550.93,GENERAL ELEMENTARY EDUCATION,NaN,REGULAR INSTRUCTION
232393,Instructional Materials & Supplies,Instruction,School Reported,School,NO_LABEL,NO_LABEL,Equipment&EquipmentLease,NO_LABEL,PreK-12Operating,PURCHASE OF EQUIPMENT-OTHER THAN BUSES AND COM...,NaN,PRIMARY GRADES PROGRAM,NaN,NaN,NaN,NaN,NaN,NaN,INSTRUCTION,NaN,NaN,149.86,PRIMARY GRADES PROGRAM,General Fund,NaN
232535,Student Assignment,Leadership,Leadership & Management,Non-School,Unspecified,Sec/Clerk/Other Admin,Benefits,NO_LABEL,PreK-12Operating,EMPLOYEE BENEFITS,PUPIL RECORDS,GENERAL FUND,Office Support II,n/a,NaN,NaN,ADMISSIONS AND STUDENT RECORDS,NaN,NON-PROJECT,NaN,OFFICE/ADMINISTRATIVE SUPPORT,764.67,STUDENT RECORDS,NaN,STUDENTS
232886,Career & Academic Counseling,Pupil Services & Enrichment,School Reported,School,Unspecified,Guidance Counselor,Benefits,NO_LABEL,PreK-12Operating,EMPLOYEE BENEFITS,NaN,GENERAL FUND,"Student Advisor, Midd Sch",Turnaround,NaN,NaN,NaN,NaN,NON-PROJECT,NaN,PROFESSIONAL-INSTRUCTIONAL,"5,362.65",GUIDANCE SERVICES,NaN,STUDENTS
233079,Teacher Compensation,Instruction,School Reported,School,ELL,Teacher,Benefits,NO_LABEL,PreK-12Operating,EMPLOYEE BENEFITS,NaN,GENERAL FUND,"Teacher, Elementary",Regular,NaN,NaN,NaN,NaN,ESL,NaN,PROFESSIONAL-INSTRUCTIONAL,"4,651.06",GENERAL K-8 EDUCATION,NaN,REGULAR INSTRUCTION
233445,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,BaseSalary/Compensation,NonPreK,PreK-12Operating,Regular *,TEACHER,Regular Instruction,"TCHR, K-8 PRIMARY (GR",NaN,NaN,Certificated Employees Salaries And Wages,EN OTH CERTIFICATED PERSON,1,Elementary,NaN,NaN,"95,105.21",NaN,General,SCHOOL BASED MANAGEMENT
233625,School Administration,Leadership,School Reported,School,Unspecified,Vice Principal,Travel&Conferences,PreK,PreK-12Operating,Employee Allowances,NaN,Head Start,SCHOOL PRINCIPAL,NaN,Regular Salary,Travel Allowances,School,NaN,School Leadership,Instruction And Curriculum,ELEM/INTER ASST PRINCIPAL,521.02,PRE-K,Head Start,TRAVEL
234210,Student Assignment,Leadership,Shared Services,Non-School,Unspecified,Coordinator/Manager,Benefits,NO_LABEL,PreK-12Operating,CONTRA BENEFITS,NaN,GENERAL FUND,"Exec Dir,Off of New Schl",n/a,NaN,NaN,SCHOOL CHOICE,NaN,NON-PROJECT,NaN,UNDESIGNATED,-162.46,EMPLOYEE BENEFITS,NaN,EMPLOYEE BENEFITS
234994,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,BaseSalary/Compensation,NonPreK,PreK-12Operating,Personal Services - Teachers,NaN,NaN,TCHER 1ST GRADE,NaN,Regular Instruction,NaN,NaN,1,NaN,NaN,TEACHER,"60,310.92",Instruction - Regular,General Purpose School,NaN
235176,School Administration,Leadership,School Reported,School,Unspecified,Vice Principal,OtherCompensation/Stipend,NO_LABEL,PreK-12Operating,BONUSES,NaN,NaN,ASSISTANT PRINCIPAL I-ELEM,NaN,NaN,NaN,School,NaN,SCH ADMIN (OFFICE OF PRINC),NaN,NaN,842.22,NaN,GENERAL FUND,SCHOOL RECOGNITION
235184,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,Personal Services - Employees Salaries and Wages,NaN,Special Instruction,NaN,NaN,NaN,Personal Services - Employees Salaries And Wages,NaN,NaN,Disadvantaged Youth *,NaN,NaN,"1,348.77",NaN,Title I - Disadvantaged Children/Targeted Assi...,TITLE SCHOOLWIDE
235428,Other Non-Compensation,Instruction,School Reported,School,Unspecified,NO_LABEL,OtherNon-Compensation,NO_LABEL,PreK-12Operating,DUES AND FEES,NaN,NaN,NaN,NaN,NaN,NaN,School,NaN,BASIC (FEFP K-12),NaN,NaN,212.66,NaN,GENERAL FUND,BAND
236003,Physical Health & Services,Pupil Services & Enrichment,School on Central Budgets,Non-School,Special Education,Speech Therapist,OtherCompensation/Stipend,NO_LABEL,PreK-12Operating,ADDITIONAL/EXTRA DUTY PAY/STIP,INSTRUCTIONAL PROFESSIONAL DEV,MILL LEVY,Speech Language Pathologst,n/a,NaN,NaN,SPECIAL EDUCATION,NaN,REVITALIZATION,NaN,PROFESSIONAL-INSTRUCTIONAL,71.04,INSTRUCTIONAL STAFF TRAINING,NaN,INSTRUCTIONAL STAFF
236280,Teacher Compensation,Instruction,School Reported,School,ELL,Teacher,Benefits,NO_LABEL,PreK-12Operating,EMPLOYER PD MED CONTRIBUTION,NaN,GENERAL FUND,"Teacher, Elementary",Regular,NaN,NaN,NaN,NaN,ESL,NaN,PROFESSIONAL-INSTRUCTIONAL,504.33,GENERAL ELEMENTARY EDUCATION,NaN,REGULAR INSTRUCTION
236551,Professional Development,ISPD,School on Central Budgets,Non-School,Unspecified,Instructional Coach,Benefits,NO_LABEL,PreK-12Operating,RETIREMENT CONTRIB.,NaN,GENERAL FUND,Educational Pro-Tech,n/a,NaN,NaN,TEACHER LEARNING & LEADERSHIP,NaN,EMPLOYEE RETIREMENT,NaN,UNDESIGNATED,557.86,EMPLOYEE BENEFITS,NaN,EMPLOYEE BENEFITS
236585,Curriculum Development,NO_LABEL,Leadership & Management,Non-School,NO_LABEL,NO_LABEL,Supplies/Materials,NO_LABEL,PreK-12Operating,SUPPLIES,NaN,MISCELLANEOUS,NaN,NaN,NaN,NaN,ADMIN. SERVICES,NaN,IMPROVEMENT OF INSTR SERV,NaN,NaN,159.98,Misc,General Fund,NaN
236951,Aides Compensation,Instruction,School Reported,School,ELL,TA,Benefits,NO_LABEL,PreK-12Operating,RETIREMENT CONTRIB.,NaN,GENERAL FUND,ELA General Assignment,n/a,NaN,NaN,NaN,NaN,EMPLOYEE RETIREMENT,NaN,UNDESIGNATED,278.67,EMPLOYEE BENEFITS,NaN,EMPLOYEE BENEFITS
236989,Physical Health & Services,Pupil Services & Enrichment,School on Central Budgets,Non-School,Special Education,Speech Therapist,BaseSalary/Compensation,NonPreK,PreK-12Operating,Personal Services - Speech Pathologists,NaN,NaN,TCHER SPEECH/LANGUAGE,NaN,Special Education Instruction,NaN,District Wide Resources,0,NaN,SPEECH,TEACHER - S.E. DAYS,"12,304.12",Instruction - SPED,General Purpose School,NaN
237228,Library & Media,Instruction,School Reported,School,NO_LABEL,NO_LABEL,Supplies/Materials,NO_LABEL,PreK-12Operating,SUPPLIES,NaN,MEDIA CENTERS,NaN,NaN,NaN,NaN,NaN,NaN,EDUCATIONAL MEDIA SERVICE,NaN,NaN,39.75,MEDIA CENTERS,General Fund,NaN
237313,Special Population Program Management & Support,NO_LABEL,Shared Services,Non-School,NO_LABEL,NO_LABEL,Supplies/Materials,NO_LABEL,PreK-12Operating,SUPPLIES,NaN,MISCELLANEOUS,NaN,NaN,NaN,NaN,ADMIN. SERVICES,NaN,IMPROVEMENT OF INSTR SERV,NaN,NaN,729.39,Misc,General Fund,NaN
237406,Professional Development,ISPD,Shared Services,Non-School,Special Education,Teacher,OtherCompensation/Stipend,NO_LABEL,PreK-12Operating,ADDITIONAL/EXTRA DUTY PAY/STIP,SEVERE DISABILITIES,GENERAL FUND,"Teacher, Itinerant",n/a,NaN,NaN,SPECIAL EDUCATION,NaN,SPECIAL ED. - SEVERE NEEDS,NaN,PROFESSIONAL-INSTRUCTIONAL,94.26,INSTRUCTIONAL STAFF TRAINING,NaN,INSTRUCTIONAL STAFF
237516,School Administration,Leadership,School Reported,School,Unspecified,Vice Principal,Benefits,NO_LABEL,PreK-12Operating,CONTRA BENEFITS,NaN,GENERAL FUND,Asst Principal,n/a,NaN,NaN,NaN,NaN,NON-PROJECT,NaN,UNDESIGNATED,-363.24,EMPLOYEE BENEFITS,NaN,EMPLOYEE BENEFITS
237546,Facilities & Maintenance,O&M,School Reported,School,Unspecified,Custodian,Benefits,NO_LABEL,PreK-12Operating,EMPLOYEE BENEFITS,CUSTODIAL-SCHOOLS,GENERAL FUND,Custodial Helper - Day,Regular,NaN,NaN,NaN,NaN,NON-PROJECT,NaN,"CRAFTS, TRADES, AND SERVICES",NaN,CARE & UPKEEP OF BLDG SERVICES,NaN,OPERATION AND MAINT OF PLANT
237851,Facilities & Maintenance,NO_LABEL,Shared Services,Non-School,NO_LABEL,NO_LABEL,OtherNon-Compensation,NO_LABEL,PreK-12Operating,REPAIR AND MAINTENANCE SERVICES,NaN,MISCELLANEOUS,NaN,NaN,NaN,NaN,ADMIN. SERVICES,NaN,MAINTENANCE AND OPERATING,NaN,NaN,"1,005.53",Misc,General Fund,NaN
238072,Professional Development,ISPD,School on Central Budgets,Non-School,Unspecified,Psychologist,OtherCompensation/Stipend,NO_LABEL,PreK-12Operating,ADDITIONAL/EXTRA DUTY PAY/STIP,TEACHER EFFECTIVENESS,DISTRICT SPECIAL REVENUE FUNDS,Psychologist,n/a,NaN,NaN,TEACHER EFFECTIVENESS,NaN,ALIGNING TEACHER PERFORMANCE,NaN,PROFESSIONAL-INSTRUCTIONAL,44.32,STAFF SERVICES,NaN,CENTRAL
238502,School Supervision,NO_LABEL,Shared Services,Non-School,NO_LABEL,Custodian,NO_LABEL,NO_LABEL,PreK-12Operating,NaN,NaN,NaN,Building Custodian II,NaN,NaN,NaN,ADMIN. SERVICES,1,NaN,NaN,BUILDING CUSTODIAN,"61,404.09",Misc,General Fund,NaN
238720,Aides Compensation,Instruction,School Reported,School,ELL,TA,BaseSalary/Compensation,NO_LABEL,PreK-12Operating,SALARIES OF PART TIME EMPLOYEE,NaN,GENERAL FUND,ELA Reading & Writing Para,Regular,NaN,NaN,NaN,0.084524,NON-PROJECT,NaN,PARAPROFESSIONAL,"1,495.90",GENERAL MIDDLE/JUNIOR HIGH SCH,NaN,REGULAR INSTRUCTION
238881,Aides Compensation,Instruction,School Reported,School,Special Education,TA,Benefits,NO_LABEL,PreK-12Operating,EMPLOYEE BENEFITS,SEVERE DISABILITIES,GENERAL FUND,Elementary Spec Ed Para,Regular,NaN,NaN,NaN,NaN,SPECIAL ED. - SEVERE NEEDS,NaN,PARAPROFESSIONAL,"3,608.75",SPECIAL EDUCATION,NaN,SPECIAL EDUCATION
239210,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Benefits,NO_LABEL,PreK-12Operating,EMPLOYEE BENEFITS,NaN,GENERAL FUND,"Teacher, Short Term Sub",Regular,NaN,NaN,NaN,NaN,NON-PROJECT,NaN,PROFESSIONAL-INSTRUCTIONAL,1.68,INSTRUCTIONAL STAFF TRAINING,NaN,INSTRUCTIONAL STAFF
239514,Security & Safety,O&M,School on Central Budgets,Non-School,Unspecified,School Monitor/Security,BaseSalary/Compensation,NonPreK,PreK-12Operating,Salaries Or Wages For Support Personnel,NaN,Operations,SECURITY OFFICER,NaN,NaN,Salaries Or Wages For Support Personnel,Undistributed,1,Security And Monitoring Services,Security Department,POLICE PATROL MAN,"41,311.71",Undistributed,General Operating Fund,REGULAR PAY
239755,Instructional Materials & Supplies,Instruction,School Reported,School,Unspecified,Non-Position,Supplies/Materials,NonPreK,PreK-12Operating,Classroom Supplies,NaN,Regular Instruction,NaN,NaN,NaN,General Supplies *,NaN,NaN,High School,NaN,NaN,"4,068.82",NaN,General,SCHOOL BASED MANAGEMENT
239889,Social & Emotional,Pupil Services & Enrichment,School Reported,School,Unspecified,Psychologist,Benefits,NO_LABEL,PreK-12Operating,EMPLOYEE BENEFITS,NaN,GENERAL FUND,Psychologist,Regular,NaN,NaN,NaN,NaN,NON-PROJECT,NaN,PROFESSIONAL-INSTRUCTIONAL,456.29,PSYCHOLOGICAL SERVICES,NaN,STUDENTS
239941,Facilities & Maintenance,O&M,School Reported,School,Unspecified,Custodian,Benefits,NO_LABEL,PreK-12Operating,CONTRA BENEFITS,NaN,GENERAL FUND,Custodian-Part Time,n/a,NaN,NaN,NaN,NaN,NON-PROJECT,NaN,UNDESIGNATED,-36.50,EMPLOYEE BENEFITS,NaN,EMPLOYEE BENEFITS
239960,Untracked Budget Set-Aside,Untracked Budget Set-Aside,Shared Services,Non-School,Unspecified,Non-Position,ContractedServices,NonPreK,PreK-12Operating,Other Professional and Technical Services,NaN,Support Services--Pupils,NaN,NaN,NaN,Professional And Technical Services *,NaN,NaN,Direction Of Support Services - Pupils *,NaN,NaN,"-2,485.12",NaN,Special Trust,-BEYOND THE WALLS
240185,Recruitment,ISPD,Shared Services,Non-School,Unspecified,Teacher,OtherCompensation/Stipend,NonPreK,PreK-12Operating,Salaries And Wages For Teachers And Other Prof...,NaN,Operations,"TEACHER, REGULAR",NaN,NaN,Extra Duty Wages,Undistributed,NaN,Curriculum Development And Instructional Staff...,"Human Resources, Administration",TEACHER BACHELOR,248.98,Undistributed,General Operating Fund,COOPERATING TEACHER STIPEND
240597,Food Services,NO_LABEL,School Reported,School,NO_LABEL,NO_LABEL,Supplies/Materials,NO_LABEL,PreK-12Operating,SUPPLIES,NaN,SCHOOL NUTRITION SERVICE,NaN,NaN,NaN,NaN,NaN,NaN,SCHOOL NUTRITION,NaN,NaN,107.31,Misc,School Nutrition Service Fund,NaN
240780,Physical Health & Services,Pupil Services & Enrichment,School Reported,School,Special Education,Occupational Therapist,BaseSalary/Compensation,NonPreK,PreK-12Operating,Salaries And Wages For Teachers And Other Prof...,NaN,Operations,"SPEC ED,OCCUPATIONAL THERAPIST",NaN,NaN,Salaries And Wages For Teachers And Other Prof...,School,1,Instruction,All Campus Payroll,OCCUPATIONAL/PHYSICAL THERP,"71,294.71",Services To Students With Disabilities (Specia...,General Operating Fund,REGULAR PAY
242480,Aides Compensation,Instruction,School Reported,School,PreK,TA,Benefits,PreK,PreK-12Operating,RETIREMENT CONTRIB.,NaN,GENERAL FUND,Early Childhood Education,n/a,NaN,NaN,NaN,NaN,EMPLOYEE RETIREMENT,NaN,UNDESIGNATED,278.99,EMPLOYEE BENEFITS,NaN,EMPLOYEE BENEFITS
242813,Other Non-Compensation,Instruction,School Reported,School,Unspecified,Non-Position,ContractedServices,NO_LABEL,PreK-12Operating,CONSULTANT SERVICES,NaN,FEDERAL GDPG FUND - FY,(blank),Regular,NaN,NaN,NaN,NaN,SCHOOL IMPROVEMENT GRANT,NaN,UNDESIGNATED,"5,500.25",SUPPORT SERVICES - STUDENTS,NaN,STUDENTS
243917,Professional Development,ISPD,School Reported,School,Poverty,NO_LABEL,ContractedServices,NonPreK,PreK-12Operating,Consultants,CONTRACTED SERVICES,NaN,NaN,NaN,NaN,Consultants,School,NaN,Curriculum Development And Instructional Staff...,Instruction And Curriculum,NaN,480.07,"Title I, Part A Schoolwide Activities Related...",Title;Part A Improving Basic Programs,NaN
244859,Career & Academic Counseling,Pupil Services & Enrichment,School Reported,School,Poverty,Guidance Counselor,OtherCompensation/Stipend,NO_LABEL,PreK-12Operating,ADDITIONAL/EXTRA DUTY PAY/STIP,NaN,FEDERAL GDPG FUND - FY,"School Counselor, Midd Sch",Regular,NaN,NaN,NaN,NaN,TITLE I,NaN,PROFESSIONAL-INSTRUCTIONAL,194.09,GENERAL HIGH SCHOOL EDUCATION,NaN,REGULAR INSTRUCTION
245284,Library & Media,Instruction,School Reported,School,Unspecified,Librarian,OtherCompensation/Stipend,NO_LABEL,PreK-12Operating,BONUSES,NaN,NaN,LIBRARY/MEDIA SPECIALIST-MID,NaN,NaN,NaN,School,NaN,INSTRUCTIONAL MEDIA SERVICES,NaN,NaN,"1,049.78",NaN,GENERAL FUND,SCHOOL RECOGNITION
245592,Facilities & Maintenance,O&M,School Reported,School,Unspecified,Custodian,Benefits,NO_LABEL,PreK-12Operating,CONTRA BENEFITS,NaN,GENERAL FUND,Custodian - PT -,n/a,NaN,NaN,NaN,NaN,NON-PROJECT,NaN,UNDESIGNATED,-28.40,EMPLOYEE BENEFITS,NaN,EMPLOYEE BENEFITS
245771,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Benefits,NO_LABEL,PreK-12Operating,CONTRA BENEFITS,NaN,GENERAL FUND,Teacher Secondary (Middle),n/a,NaN,NaN,NaN,NaN,NON-PROJECT,NaN,UNDESIGNATED,-182.07,EMPLOYEE BENEFITS,NaN,EMPLOYEE BENEFITS
246067,Research & Accountability,Leadership,Leadership & Management,Non-School,Unspecified,Sec/Clerk/Other Admin,BaseSalary/Compensation,NonPreK,PreK-12Operating,Salaries Or Wages For Support Personnel,NaN,Operations,"CLERICAL,WAREHOUSE/RECEIVING",NaN,NaN,Salaries Or Wages For Support Personnel,Undistributed,1,Facilities Maintenance And Operations,Textbook Warehouse Department,CO CLERICAL,"30,805.89",Undistributed,General Operating Fund,REGULAR PAY
246249,Other Non-Compensation,Instruction,School Reported,School,Special Education,NO_LABEL,Rent/Utilities,NO_LABEL,PreK-12Operating,RENTALS,NaN,NaN,NaN,NaN,NaN,NaN,School,NaN,EXCEPTIONAL,NaN,NaN,145.32,NaN,GENERAL FUND,SCHOOL OPERATING ACCOUNT
246406,Physical Health & Services,Pupil Services & Enrichment,School on Central Budgets,Non-School,Special Education,Speech Therapist,Benefits,NO_LABEL,PreK-12Operating,RETIREMENT CONTRIB.,NaN,GENERAL FUND,Speech Language Pathologst,n/a,NaN,NaN,SPECIAL EDUCATION,NaN,EMPLOYEE RETIREMENT,NaN,UNDESIGNATED,"1,317.08",EMPLOYEE BENEFITS,NaN,EMPLOYEE BENEFITS
246410,Extended Time & Tutoring,Instruction,Shared Services,Non-School,At Risk,Teacher,OtherCompensation/Stipend,NonPreK,PreK-12Operating,Salaries And Wages For Teachers And Other Prof...,NaN,State Ed. Allotment,"TEACHER, REGULAR",NaN,NaN,Extended Year,Summer School,NaN,Instruction,Instruction And Curriculum,TEACHER BACHELOR,"2,925.09","Title I, Part A Schoolwide Activities Related...",General Operating Fund,EXTENDED YEAR
246479,Food Services,O&M,School Reported,School,Unspecified,Other,BaseSalary/Compensation,NO_LABEL,PreK-12Operating,SALARIES OF PART TIME EMPLOYEE,FOOD SERVICES,FOOD SERVICE FUND,Food Service Worker II,Regular,NaN,NaN,NaN,NaN,NON-PROJECT,NaN,"CRAFTS, TRADES, AND SERVICES",121.63,FOOD PREPARATION/SERVING,NaN,FOOD SERVICES OPERATIONS
246582,Enrichment,Pupil Services & Enrichment,School Reported,School,Gifted,Teacher,OtherCompensation/Stipend,NO_LABEL,PreK-12Operating,ALL OTHER SUPPLEMENTS,NaN,NaN,"TEACHER, GIFTED",NaN,NaN,NaN,School,NaN,BASIC (FEFP K-12),NaN,NaN,281.62,NaN,GENERAL FUND,NaN
246695,Data Processing & Information Services,Business Services,School on Central Budgets,Non-School,Unspecified,Other,BaseSalary/Compensation,NO_LABEL,PreK-12Operating,SALARIES OF REGULAR EMPLOYEES,ITEMGG-INFO SYSTEMS TECHNOLOGY,GENERAL FUND,"Administrator, Sr Database",n/a,NaN,NaN,IST - SYSTEMS SUPPORT,1.000021,NON-PROJECT,NaN,PROFESSIONAL-OTHER,"121,365.70",INFORMATION SYSTEMS SERVICES,NaN,CENTRAL
246898,Social & Emotional,Pupil Services & Enrichment,School Reported,School,Unspecified,Psychologist,Benefits,NO_LABEL,PreK-12Operating,RETIREMENT CONTRIB.,NaN,GENERAL FUND,Psychologist,n/a,NaN,NaN,NaN,NaN,EMPLOYEE RETIREMENT,NaN,UNDESIGNATED,696.08,EMPLOYEE BENEFITS,NaN,EMPLOYEE BENEFITS
247043,Professional Development,ISPD,School Reported,School,Unspecified,Instructional Coach,BaseSalary/Compensation,NO_LABEL,PreK-12Operating,SALARIES OF REGULAR EMPLOYEES,NaN,LEVY OVERRIDE,"Facilitator,Elem",Regular,NaN,NaN,NaN,NaN,FACILITATOR,NaN,PROFESSIONAL-INSTRUCTIONAL,"1,096.52",LITERACY COACHES,NaN,INSTRUCTIONAL STAFF
247321,Extended Time & Tutoring,Instruction,School Reported,School,Poverty,Teacher,OtherCompensation/Stipend,NonPreK,PreK-12Operating,Salaries And Wages For Teachers And Other Prof...,NaN,"Title,Part A Improving Basic Programs","TEACHER, ESL EDUCATION",NaN,NaN,Extended Day,School,NaN,Instruction,Instruction And Curriculum,TEACHER BACHELOR,78.03,"Title I, Part A Schoolwide Activities Related...",Title;Part A Improving Basic Programs,EXTENDED DAYS
247598,Physical Health & Services,Pupil Services & Enrichment,School on Central Budgets,Non-School,Special Education,Physical Therapist,OtherCompensation/Stipend,NO_LABEL,PreK-12Operating,ADDITIONAL/EXTRA DUTY PAY/STIP,SEVERE DISABILITIES,GENERAL FUND,Occ/Physical Therapist Tech,n/a,NaN,NaN,SPECIAL EDUCATION,NaN,SPECIAL ED. - SEVERE NEEDS,NaN,PROFESSIONAL-INSTRUCTIONAL,796.91,SUPPORT SERVICES-INSTRUCTIONAL,NaN,INSTRUCTIONAL STAFF
